PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,CC50 Modifier,CC50,CC50 Std Dev Modifier,CC50 Std Dev,CC50 Hill Slope Modifier,CC50 Hill Slope,CC50 Normalized Chi2,% Cell Viability @ 40 uM,% Cell Viability @ 20 uM,% Cell Viability @ 10 uM,% Cell Viability @ 5 uM,% Cell Viability @ 2.5 uM,% Cell Viability @ 1.25 uM,% Cell Viability @ 0.625 uM,% Cell Viability @ 0.313 uM,% Cell Viability @ 0.156 uM,% Cell Viability @ 0.078 uM,Verification
RESULT_TYPE,,,,,,,STRING,FLOAT,STRING,FLOAT,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,STRING
RESULT_DESCR,,,,,,,,Cytotoxic concentration,,,,,,,,,,,,,,,,Data has been verified.
RESULT_UNIT,,,,,,,,MICROMOLAR,,NONE,,NONE,NONE,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,,,,,,,,,,,,
184,4242654,2158935,Active,61,,,,19.726,,7.76,,-0.57,10.11,43.5,57.22,56.65,56.52,62.02,95.39,96.85,97.65,91.87,,verified
185,4243018,3237799,Active,53,,,,27.838,,8.86,,-0.7,8.58,49.96,59.19,60.77,60.43,85.74,100.57,101.26,99.97,102.8,98.08,verified
186,4243491,3238206,Active,41,,,>,40,,23.6,,-1.08,2.96,70.19,87.48,89.87,92.08,99.88,101.66,99.83,97.32,99.77,104.68,verified
187,4243601,9555274,Inactive,0,,,,,,,,,,95.17,89.51,97.87,88.68,93.55,102.45,91.47,98.97,97.48,91.6,verified
188,4243931,3238601,Inactive,0,,,,,,,,,,98.54,96.36,93.44,98.32,107.25,98.13,95.43,101.18,102.47,97.86,verified
189,4244225,2761023,Inactive,0,,,,,,,,,,88.46,91.52,97.06,101.79,90.78,98.55,97.11,99.75,88.03,98.24,verified
190,4244239,3238861,Inactive,0,,,,,,,,,,94.48,96.31,103.16,103.07,101.02,105.21,105.58,98.47,101.28,102.28,verified
191,4244616,3239190,Inactive,0,,,,,,,,,,84.16,93.95,101.65,101.45,99.43,98.15,98.39,99.19,99.46,96.11,verified
192,4244682,3239252,Inactive,0,,,,,,,,,,96.06,90.44,98.87,93.06,98.7,101.18,99.52,94.14,107.25,98.67,verified
193,4245391,3239868,Inactive,0,,,,,,,,,,90.19,88.72,99.51,91.83,94.55,94.23,99.08,96.33,100.57,97.59,verified
194,4245399,3239873,Inactive,0,,,,,,,,,,84.73,92.46,95.81,98.27,96.98,101.33,98.42,109.78,101.54,109.6,verified
195,4245785,1946667,Active,46,,,,35.205,,4.45,,-1.54,5.79,49.16,63.05,90.19,97.01,106.14,103.45,107.91,98.29,102.5,,verified
196,4245879,3240296,Active,41,,,>,40,,132.82,,-0.57,1.91,75.28,85.23,91.35,91.08,93.18,96.01,96.71,98.71,95.83,98.03,verified
197,4246180,3240559,Active,41,,,>,40,,21.09,,-1.11,2.79,72.43,80.71,93.67,100.75,97.36,95.72,97.33,97.49,98.78,100,verified
198,4246347,3240707,Inactive,0,,,,,,,,,,82.5,87.04,89.31,96.27,91.28,92.58,91,94.96,93.91,91.83,verified
199,4246655,3240971,Inactive,0,,,,,,,,,,101.65,102.91,104.48,94.24,99.14,99.65,97.17,99.63,98.36,96.88,verified
200,4246714,3241020,Inactive,0,,,,,,,,,,98.65,98.67,96.91,101.95,98.29,100.73,90.25,96.56,103.18,97.04,verified
201,4246731,3241034,Active,41,,,>,40,,3.4,,-1.11,2.01,53.34,71.89,85.38,93.23,95.02,95.18,95.84,99.97,101.39,102.33,verified
202,4247171,3241406,Active,41,,,>,40,,12.51,,-1.28,4.06,67.08,73.23,95.07,98.19,103.35,98.71,103.08,100.61,101.64,101.16,verified
203,4247473,3241683,Active,61,,,,19.314,,2.4,,-1.09,5.63,30.39,46.32,70.36,84.48,90.08,96.08,87.09,94.08,90.4,97.03,verified
204,4247659,3241839,Active,42,,,,38.611,,3.27,,-1.47,3.42,48.14,73.97,86.76,92.7,100.8,97.98,106.53,105.15,98.88,100.57,verified
205,4247907,3242057,Active,41,,,>,40,,124.62,,-0.55,3.33,69.17,84.42,85.34,90.26,91.63,97.16,91.03,99.37,95.29,96.61,verified
206,4248212,687466,Active,41,,,>,40,,14.31,,-1.81,4.77,68.24,91.6,95.46,95.77,92.13,92.71,100.18,99.33,99.08,92.89,verified
207,4248300,1224535,Active,41,,,>,40,>,9999,,-0.19,4.86,79.6,91.13,97.94,94.74,91.22,92.83,95.5,88.08,95.2,94.61,verified
208,4248565,3242631,Active,53,,,,27.406,,1.08,,-2.2,2.74,29.88,67.28,90.07,96.76,98.41,93,101.95,98.86,102.19,99.61,verified
209,4248671,3242723,Inactive,0,,,,,,,,,,91.44,93.79,94.56,98.52,96.78,100.76,96.49,100.19,93.12,101.25,verified
210,4249030,3243035,Inactive,0,,,,,,,,,,91.78,94.43,100.28,96.23,97.94,98.93,99.19,102.57,97.44,101.26,verified
211,4249960,3243836,Inactive,0,,,,,,,,,,88.73,89.21,96.22,95.84,104.68,101.19,101.26,101.95,102.21,,verified
212,4249973,3243848,Inactive,0,,,,,,,,,,92.2,93.36,96.64,98,105.51,106.09,105.48,100.55,98.12,103.42,verified
213,4250396,3244215,Active,41,,,>,40,,4.49,,-1.45,3.03,56.73,75.63,91.98,95.6,100.96,99.83,102.29,94.42,102.42,104.22,verified
214,4250651,3244432,Inactive,0,,,,,,,,,,92.1,96.92,94.48,95.28,105.21,97.88,103.21,100.55,93.84,,verified
215,4250885,3244639,Inactive,0,,,,,,,,,,96.86,98.34,97.69,92.99,96.55,97.71,96.9,99.51,97.74,,verified
216,4251070,3244802,Active,46,,,,35.417,,1.25,,-2.28,2.28,42.95,79.44,91.57,103.47,100.74,101.01,100.37,101.47,100.43,97.72,verified
217,4251194,66541,Active,73,,,,7.979,,0.28,,-2.37,2.66,1.95,5.59,39.72,74.92,91.33,96.98,97.09,101.74,100.11,97.37,verified
218,4251236,3244948,Active,41,,,>,40,,52.97,,-0.83,3.72,73.2,79.77,90.51,95.13,98.62,97.85,96.8,92.7,103.5,94.17,verified
219,4251553,5286934,Active,77,,,,3.126,,0.78,,-1.3,14.02,1.85,2.11,40.3,32.56,34,91.39,97.76,96.66,96.86,,verified
220,4251969,3245584,Inactive,0,,,,,,,,,,89.54,91.89,100.72,105.46,99.32,102.69,99.33,103.39,105.32,103.35,verified
221,4254582,734045,Inactive,0,,,,,,,,,,105.28,106.45,100.38,103.41,107.36,100.78,103.09,101.69,99.06,101.94,verified
222,4254724,943455,Inactive,0,,,,,,,,,,93.67,95.56,90.16,93.4,96.11,101.96,98.91,95.43,94.01,101.44,verified
223,4255708,719923,Inactive,0,,,,,,,,,,95.18,95.78,100.49,99.4,97.8,93.03,97.29,95.72,99.02,100.57,verified
224,4255860,2793214,Inactive,0,,,,,,,,,,93.95,99.77,105.13,98.44,99.71,101.67,103.33,100.31,96.34,100.15,verified
225,4255926,1226242,Inactive,0,,,,,,,,,,86.19,90,93.37,98.5,97.21,102.74,100.9,98.33,102.44,102.85,verified
226,4256064,690911,Active,79,,,,1.469,,0.36,,-0.72,10.06,23.38,22.52,20.36,28.24,35.53,37.32,62.14,86.72,92.63,92.08,verified
227,4257782,2238014,Inactive,0,,,,,,,,,,91.06,90.78,99.34,106.43,97.33,102.92,95.24,98.39,96.25,95.66,verified
228,4258917,1303751,Active,41,,,>,40,,915.37,,-0.43,2.83,76.18,86.75,91.53,89.95,93.9,96.02,95.87,92.89,95.1,96.43,verified
229,4259877,2851670,Inactive,0,,,,,,,,,,85.98,99.84,96.31,93.55,91.94,101.23,102.9,98.29,94.85,98.48,verified
230,4260016,242605,Inactive,0,,,,,,,,,,92.15,91.76,106.28,91.44,102.21,99.72,101.9,94.03,99.29,98.5,verified
231,4260521,1538702,Active,41,,,>,40,,32.82,,-1.31,3.15,76.24,90.97,93.43,99.32,95.13,103.79,97.55,99.56,99.36,94.42,verified
232,4261739,254340,Active,41,,,>,40,,2.3,,-3.8,4.1,56.82,94.34,102.29,103.27,105,93.55,103.2,105.71,100.83,97.49,verified
233,4261741,2238195,Inactive,0,,,,,,,,,,94.25,98.95,93.61,99.21,94.78,97.55,95.47,94.36,94.76,99.67,verified
234,4261875,2948210,Inactive,0,,,,,,,,,,80.53,86.18,94.48,99.57,95.08,96.62,98.91,98.48,98.39,95.87,verified
235,4261881,877453,Active,41,,,>,40,,14.59,,-3.91,3.75,78.16,98.46,97.93,99.03,98.4,101.83,107.97,99.51,105.91,101.78,verified
236,4262419,2198996,Active,41,,,>,40,,10.15,,-1.42,4.74,60.36,80.69,94.74,97.23,91.14,97.53,96.06,93.02,99.68,93.17,verified
237,4262672,1252412,Inactive,0,,,,,,,,,,82.29,88.72,101.47,101.11,96.4,100.54,101.42,100.73,95.86,94.91,verified
238,4262708,867088,Active,47,,,,34.238,,2.02,,-2.12,3.67,41.25,76.87,93.11,95.89,96.77,94,99.17,99.86,92.49,99.73,verified
239,4262795,2200621,Active,41,,,>,40,,10.82,,-1,4.02,58.17,75.13,83.39,94.79,93.13,97.03,94.83,108.05,97.5,103.48,verified
240,4262865,937147,Inactive,0,,,,,,,,,,94.3,102.68,101.1,95.46,105.08,103.72,99.49,99.48,101.7,99.34,verified
241,4262961,612269,Inactive,0,,,,,,,,,,84.79,93.87,92.84,96.43,93.56,93.02,99.17,100.8,97.09,96.87,verified
242,4263043,1261330,Active,72,,,,9.08,,2.67,,-0.45,7.55,36.85,46.28,54,49.45,51.61,68.33,76.02,87.11,98.54,88.84,verified
243,4263057,1542103,Active,41,,,>,40,,47,,-0.91,4.63,69.98,83.69,87.9,99.88,96.23,93.68,98.54,89.08,101.02,100.5,verified
244,4263638,687960,Inactive,0,,,,,,,,,,96.3,92.91,94.71,103.73,97.96,95.68,94.2,105.92,100.82,101.54,verified
245,4263710,5739922,Inactive,0,,,,,,,,,,95.11,93.83,94.97,96.17,95.76,95.25,102.34,99.27,95.97,90.7,verified
246,4264015,135401611,Inactive,0,,,,,,,,,,87.73,101.93,94.15,94.31,91.56,92.46,95.56,94.07,92.35,98.42,verified
247,4264016,2233483,Inactive,0,,,,,,,,,,90.47,89.15,90.76,92.21,98.65,94.29,97.08,93.81,94.02,,verified
248,4264177,2215072,Inactive,0,,,,,,,,,,84.56,96.87,89.15,98,95.08,94.87,100.24,98.21,99.62,100.49,verified
249,4264357,2233896,Inactive,0,,,,,,,,,,96.13,100.97,96.45,97.96,105.32,104.67,96.1,101.71,94.72,,verified
250,4264757,696873,Inactive,0,,,,,,,,,,91.94,94.15,90.43,92.46,91.11,100.03,92.67,93.46,93.48,95.33,verified
251,4264876,115423,Active,41,,,>,40,,102.8,,-0.72,4.73,69.28,87.41,92.78,90.75,91.37,93.09,103.57,92.24,98.84,97.71,verified
252,4264925,2948111,Inactive,0,,,,,,,,,,89.12,98.16,95.28,99.31,90.43,97.03,94.14,95.19,100.65,91.73,verified
253,4265196,2187524,Inactive,0,,,,,,,,,,99.06,92.09,96.12,94.49,94.01,101.25,94.19,98.35,98.66,98.23,verified
254,4265306,2957275,Inactive,0,,,,,,,,,,96.65,105.34,98.24,103.3,102.47,96.39,99.44,97.38,99.73,103.35,verified
255,4265491,3246801,Active,41,,,>,40,,36.34,,-1.05,2.55,74.66,90.23,92.39,93.94,99.71,94.93,100.8,101.13,98.9,,verified
256,4265612,773263,Inactive,0,,,,,,,,,,88.9,89.68,92.71,100.8,101.07,98.23,99.66,97.14,102.74,102.7,verified
257,4265617,1314338,Inactive,0,,,,,,,,,,94.73,89.32,95.81,95.5,95.99,95.64,91.96,94.35,98.15,96.55,verified
258,4265712,1303890,Inactive,0,,,,,,,,,,101.72,100.82,105.06,98.25,95,97.13,96.18,96.33,94.25,98.9,verified
259,4265727,2148129,Inactive,0,,,,,,,,,,97.8,98.83,97.01,100.37,96.62,99.1,96.09,100,96.39,96.36,verified
260,7965369,5307582,Active,45,,,,35.648,,9.78,,-1.14,9.57,36.32,79.24,84.79,86.11,86.12,93.13,90.03,94.46,87.72,92.59,verified
261,7965978,1265597,Inactive,0,,,,,,,,,,98.88,96.23,100.21,98.16,96.65,104.63,99.77,90.1,103.72,102.8,verified
262,7966015,1263400,Active,69,,,,11.332,,0.96,,-2,5.85,1.91,29.3,52.2,88.97,89.76,99.22,93.64,91.43,100.12,,verified
263,7966109,873059,Active,50,,,,30.437,,2.38,,-2.12,5.15,39.46,63.45,99.72,99.41,104.97,102.93,100.86,101.25,98.08,,verified
264,7966701,5308390,Inactive,0,,,,,,,,,,93.92,95.13,90.22,101.17,96.72,94.25,99.47,96.13,98.03,96.93,verified
265,7967439,712390,Active,41,,,>,40,,253.4,,-15.04,4.86,59.82,101.61,102.64,101.79,97.11,110.86,96.91,103.36,104.63,97.28,verified
266,7968862,5309641,Active,52,,,,28.916,,1.92,,-2.62,5.1,27.54,77.41,85.35,99.01,96.48,98.22,93.9,103.09,101.16,106.11,verified
267,7969134,54699214,Active,65,,,,15.421,,1.3,,-1.33,4.57,28.03,37.52,60.88,83.33,94.79,103.74,94.72,99.68,97.27,,verified
268,7969208,5309834,Inactive,0,,,,,,,,,,96.52,104.05,97.58,89.92,101.64,101.36,107.34,101.25,98.26,,verified
269,7969430,5309969,Inactive,0,,,,,,,,,,94.79,96.23,95.21,98.02,100.29,98.41,100.97,99.1,90.94,,verified
270,7969553,680874,Active,41,,,>,40,,103.67,,-0.71,2.61,77.3,85.28,89.33,93.9,97.89,100.44,96.93,98.6,93.63,97.3,verified
271,7971370,4610571,Active,63,,,,17.305,,1.84,,-1.08,4.89,33.62,44.75,57.87,79.59,95.92,97.6,94.2,102.16,97.26,93.42,verified
272,7971798,2855051,Inactive,0,,,,,,,,,,87.42,,92.56,90.81,95.94,97.17,94.4,96.06,96.21,95.45,verified
273,7972112,801091,Active,57,,,,23.542,,1.66,,-4.14,6.8,6.73,68.87,87.2,93.1,97.13,100.84,89.33,98.69,93.96,,verified
274,7972186,879239,Active,41,,,>,40,,78.34,,-0.73,6.49,75.78,67.39,85.91,91.76,102.81,99.62,92.14,100.55,101.28,,verified
275,7972202,81472,Inactive,0,,,,,,,,,,98.76,97.7,89.15,91.43,90.29,98.8,95.25,89.78,92.93,89.53,verified
276,7972274,3116427,Inactive,0,,,,,,,,,,90.13,94.06,94.87,95.17,105.91,99.97,106.02,102.59,102.09,,verified
277,7972389,135406141,Inactive,0,,,,,,,,,,103.24,97.52,95.57,101.56,100.06,102.52,97.14,95.03,99.18,103.61,verified
278,7972659,616273,Active,41,,,>,40,,11.88,,-1.63,3.9,66.49,89.9,93.5,95.01,98.76,95.87,91.99,102.2,100.39,103.24,verified
279,7972684,719011,Inactive,0,,,,,,,,,,88.4,91.28,97.95,94.57,95.07,102.53,97.11,100.32,99.87,103.2,verified
280,7972837,674266,Inactive,0,,,,,,,,,,102.03,100.37,100.94,99.57,100.03,100.24,94.31,103.17,96.05,98.57,verified
281,7972988,2136921,Active,41,,,>,40,,44.16,,-0.94,4.82,67.4,86.56,91.47,96.92,91.43,92.14,100.99,93.52,93.9,98.36,verified
282,7973057,6865336,Inactive,0,,,,,,,,,,99.78,103.83,97.75,100.81,100.7,102.29,105.05,104.5,99.54,,verified
283,7973345,692969,Inactive,0,,,,,,,,,,97.4,98.39,98.35,105.09,101.36,95.24,99.8,97.19,105.37,101,verified
284,7973459,795113,Inactive,0,,,,,,,,,,97.24,96.17,99.79,99.31,104.46,103.21,101.8,98.93,99.3,100.4,verified
285,7973470,629427,Active,41,,,>,40,,18.21,,-0.93,3.38,65.25,77.49,87.44,94.86,97.58,91.61,96.34,102.95,104.17,97.42,verified
286,7973600,780985,Active,41,,,>,40,>,9999,,-0.35,5.67,92.87,75.91,85.1,91.62,98.74,93.81,97.49,97.97,97.9,98.24,verified
287,7973628,2863460,Inactive,0,,,,,,,,,,84.21,97.52,100.32,95.14,95.36,96.47,92.9,98.03,100.65,96,verified
288,7973697,1379809,Inactive,0,,,,,,,,,,103.82,98.5,106.75,106.36,107.02,95.58,104.33,100.47,102.24,102.61,verified
289,7973700,629034,Active,41,,,>,40,,8.26,,-1.5,4.69,61.07,74.78,97.3,95.62,100.19,104.75,107.93,99.86,103.73,102.08,verified
290,7973738,730704,Inactive,0,,,,,,,,,,99.33,96.77,101.07,98.26,97,101.23,105.12,91.19,97.76,91.12,verified
291,7973860,1069720,Inactive,0,,,,,,,,,,84.88,99.18,100.23,101.56,95.76,101.36,95.5,97.43,94.14,97.47,verified
292,7973915,3103803,Active,74,,,,6.928,,0.28,,-5.9,3.38,2.28,2.53,10.14,87.39,98.02,94.01,96.46,98.36,94.86,100.22,verified
293,7974577,706118,Inactive,0,,,,,,,,,,94.53,95.98,92.26,95.39,96.72,99.72,93.47,95.54,95.15,99.2,verified
294,7974664,3796447,Inactive,0,,,,,,,,,,93.18,91.4,91.58,100.62,105.98,98.36,104,98.67,107.26,94.29,verified
295,7974803,3125194,Inactive,0,,,,,,,,,,81.23,87.18,97.4,89.73,96.59,99.64,98.84,104.82,96.57,100.97,verified
296,7974947,2850239,Inactive,0,,,,,,,,,,88.97,97.66,97.74,98.43,98.23,98.72,95.27,101.74,100,100.27,verified
297,7975641,2927276,Active,51,,,,29.967,,0.94,,-5.55,2.73,16.69,90.61,96.21,101.04,102.04,99.94,100.71,105.86,101.96,98.28,verified
298,7975694,767637,Inactive,0,,,,,,,,,,81.76,95.74,95.28,87.68,101.98,102.63,101.44,97.14,101.62,99.61,verified
299,7975853,2862219,Active,42,,,,39.154,,3.15,,-1.12,2.58,47.56,72.64,78.37,90.05,97.4,98.88,98.95,98.58,100.14,97.17,verified
300,7976071,731079,Inactive,0,,,,,,,,,,98.15,94.67,97.16,90.15,96.12,88.89,92.91,93.16,99.59,97.32,verified
301,7976268,766721,Inactive,0,,,,,,,,,,96.3,96.75,102.37,98.59,106.6,99.21,98.69,102.78,99.78,102.36,verified
302,7976291,747076,Inactive,0,,,,,,,,,,92.75,94.61,100.46,96.35,96.01,90.26,102.5,94.55,96.74,90.63,verified
303,7976305,2248499,Active,41,,,>,40,,9.61,,-1.14,3.55,58.9,80.89,86.08,93.7,93.07,103.98,98.66,96.8,100.76,104.91,verified
304,7976312,568416,Active,51,,,,29.389,,2.59,,-1.65,4.79,41.94,56.93,91.52,97.24,99.38,100.41,96.18,98.49,104.66,96.38,verified
305,7976684,789775,Active,41,,,>,40,,213.66,,-0.7,3.47,77.21,89.86,96.26,91.15,96.38,93.28,98.95,95.25,102.13,99.78,verified
306,7976764,873035,Inactive,0,,,,,,,,,,90.28,98.91,98.87,98.21,101.59,92.95,96.97,96.36,98.32,99.56,verified
307,7977121,1369549,Inactive,0,,,,,,,,,,96.36,94.29,93.18,92.99,103.92,99.45,103.1,97.41,101.16,,verified
308,7977280,3144344,Active,41,,,>,40,,8.5,,-1.87,4.07,64.54,89.04,95.44,93.16,99.71,105.23,102.91,105.11,100.81,105.6,verified
309,7977895,779063,Inactive,0,,,,,,,,,,91.63,96.92,96.51,98.23,96.31,96.24,100.34,94.3,96.39,92.2,verified
310,7977943,1160940,Active,41,,,>,40,,4.8,,-2.75,5.07,59.59,94.35,88.84,100.2,102.93,97.83,98.22,103.23,106.85,,verified
311,11532885,941651,Active,41,,,>,40,,2.11,,-2.49,1.99,60.34,88.77,98.87,102.6,97.34,99.61,101.78,98.53,102.76,98.72,verified
312,11532924,151689,Inactive,0,,,,,,,,,,90.51,93.85,93.43,99.14,94.76,103.92,93.7,95.17,94.01,96.24,verified
313,11532937,3396,Active,48,,,,32.855,,1.35,,-3.22,3.53,34.03,85.2,91.59,96.96,96.24,98.99,102.33,96.22,99.19,103.54,verified
314,11532974,105008,Active,41,,,>,40,,30.9,,-1.14,4.77,70.03,81.97,98.99,93.12,97.85,94.62,92.78,95.42,101.39,94.5,verified
315,11532985,6852393,Inactive,0,,,,,,,,,,92.24,97.49,93.61,96.97,95.73,94.1,91.64,97.82,98.14,100.82,verified
316,14718708,5040248,Inactive,0,,,,,,,,,,80.07,92.74,94.41,100.98,94.05,100.34,99.18,96.97,96.11,99.39,verified
317,14718709,826857,Inactive,0,,,,,,,,,,98.06,103.45,100.96,99.82,97.73,98.54,102.16,92.42,100.94,99.79,verified
318,14718738,9549091,Active,41,,,>,40,,30.23,,-1.33,3.2,75.34,90.82,95.87,96.7,97.91,94.97,95.81,95.84,100.22,95.78,verified
319,14718818,5055981,Active,41,,,>,40,,62.32,,-1.17,4.65,75.95,92,94.59,89.97,105.73,95.74,100.11,95.79,98.55,,verified
320,14718865,9574762,Active,41,,,>,40,,410.99,,-0.51,4.79,76.92,79.63,84.25,101.11,94.95,91.86,90.81,97.89,95.23,99.37,verified
321,14719011,4247045,Active,41,,,>,40,,10.65,,-1.32,3.04,66.86,81.5,90.63,99.51,99.38,103.88,103.23,99.64,100.82,105.32,verified
322,14719106,1212564,Inactive,0,,,,,,,,,,95.63,102.63,100.39,98.74,100.82,97.94,97.19,99.33,95.64,,verified
323,14719162,4248869,Active,41,,,>,40,,3.2,,-2.5,2.89,61.04,89.57,97.31,103.07,104.3,101.62,101.95,105.25,101.22,100.11,verified
324,14720524,1724248,Active,58,,,,22.985,,0.94,,-5.15,3.99,3.44,68.12,91.07,97.35,95.52,99.86,101.04,101.79,104.61,103.51,verified
325,14720548,135426593,Inactive,0,,,,,,,,,,96.02,93.36,94.09,92.21,93.66,94.73,97.54,94.07,95.27,99.32,verified
326,14720570,1070531,Inactive,0,,,,,,,,,,83.86,90.32,96.26,95.2,96.15,94.57,99.12,92.03,102.53,100.28,verified
327,14720616,803891,Inactive,0,,,,,,,,,,94.02,103.23,105.18,105.61,103.51,100,103.14,101.42,94.69,94.67,verified
328,14720979,5754758,Active,46,,,,35.119,,4.08,,-1.41,4.95,48.3,61.62,92.01,96.16,96.44,95.19,94.84,99.09,93.53,97.64,verified
329,14721130,1824907,Inactive,0,,,,,,,,,,96.15,96.11,95.93,100.57,95.65,102.02,96.92,96.97,106.98,98,verified
330,14721237,1389352,Inactive,0,,,,,,,,,,99.64,102.58,102.78,101.3,105.26,100.35,100.43,102.57,102.47,99.32,verified
331,14721523,700833,Active,63,,,,17.264,,3.05,,-0.88,6.92,31.28,49.77,66.43,61.02,87.43,95.18,101.95,90.47,101.68,104.5,verified
332,14722060,940673,Inactive,0,,,,,,,,,,82.51,87.49,93.91,96.45,102.28,97.19,96.62,104.8,97.44,,verified
333,14722097,3116370,Active,41,,,>,40,,4.67,,-1.54,3.9,53.6,76.46,90.99,99.63,95.19,98.36,96.99,92.32,94.97,97.62,verified
334,14722167,1451519,Inactive,0,,,,,,,,,,82.8,91.49,99.48,97.56,100.65,100.18,96.98,95.76,92.55,99.6,verified
335,14722231,6411222,Active,52,,,,28.427,,1.66,,-2.22,4.05,30.52,71.07,88.55,97.84,92.8,99.49,96.12,98.67,93.06,97.55,verified
336,14722299,3145237,Inactive,0,,,,,,,,,,88.54,91.49,93,91.24,88.32,94.38,100.28,97.63,94.82,95.27,verified
337,14722325,345777,Active,41,,,>,40,,8.76,,-1.2,6.48,58.33,60.15,85.1,99.27,98.83,103.07,109.03,102.37,100.82,97.74,verified
338,14722677,668468,Active,41,,,>,40,,6.46,,-1.94,2.67,67.43,89.86,94.66,99.14,105.13,97.2,100.08,103.28,101.04,101.81,verified
339,14722760,1453278,Active,41,,,>,40,,13.82,,-1.67,2.4,74.88,91.07,94.29,102.43,99.94,98.15,103.65,97.69,99.63,102.33,verified
340,14722777,3221353,Inactive,0,,,,,,,,,,99.97,96.79,102.31,101.1,97.05,101.46,101.03,99.51,96.82,98.04,verified
341,14722800,1469444,Active,41,,,>,40,,118.83,,-0.8,3.05,78.15,86.83,96.5,94.05,98.25,95.61,95.56,95.66,96.93,102.77,verified
342,14723055,2927418,Active,53,,,,28.111,,1.66,,-2.24,4.13,29.76,70.39,90.65,91.5,99.94,94.01,101.9,94.25,104.01,99.89,verified
343,14723351,135417938,Active,54,,,,27.201,,2.55,,-1.95,6,31.6,64.29,90.61,93.28,91.78,102.2,92.38,88.95,99.88,94.46,verified
344,14723638,3232214,Active,41,,,>,40,,30.09,,-0.86,4.09,69.73,72.31,90.89,93.48,99.71,92.96,97.97,102.63,95.5,97.83,verified
345,14723726,1206607,Inactive,0,,,,,,,,,,94.58,96.05,101.14,98.72,99.51,100.71,103.84,99.45,100.45,98.34,verified
346,14724066,1088127,Inactive,0,,,,,,,,,,93.66,88.4,95.22,93.12,88.94,97.67,97.78,91.57,92.21,94.97,verified
347,14724233,1170157,Inactive,0,,,,,,,,,,91.66,96.87,102.48,97.24,95.08,99.32,96.29,98.82,104.28,100.88,verified
348,14724311,776372,Active,71,,,,9.246,,0.53,,-2.23,4.19,5.06,12.83,46.78,80.58,91.83,98.54,96.53,97.76,91.18,94.61,verified
349,14724471,738011,Inactive,0,,,,,,,,,,94.21,88.44,91.04,96.29,97.18,95.9,89.59,93.91,95.29,94.97,verified
350,14724787,3122807,Active,41,,,>,40,,15.35,,-1.03,5.45,55.89,81.38,84.78,94,94.97,92.37,94.55,99.45,90.01,,verified
351,14724817,2863076,Active,41,,,>,40,,9.59,,-1.05,4.49,53.92,73.9,90.02,92.21,89.64,94.17,96.39,97.18,93.55,,verified
352,14725008,3100708,Inactive,0,,,,,,,,,,92.93,94.31,96.79,97.62,103.46,100.71,95.17,87.91,102.33,100.8,verified
353,14725031,1043331,Active,54,,,,27.113,,3.59,,-1.15,5.54,32.62,65.79,77.79,86.34,89.35,94.52,95.81,90.61,97.68,,verified
354,14725151,44246753,Active,72,,,,8.306,,1.91,,-0.89,10.23,4.6,39.58,60.43,53,64.19,89.3,94.27,96.72,93.55,,verified
355,14725214,9549531,Active,41,,,>,40,,6.29,,-1.18,2.78,58.5,78.11,85.1,94.27,97.27,102.02,102.64,98.22,105.16,99.87,verified
356,14725235,2888452,Active,41,,,>,40,,13.75,,-1.43,2.36,73.04,86.47,97.52,96.97,98.23,101.11,99.01,101.57,94.63,99.51,verified
357,14725310,2249707,Inactive,0,,,,,,,,,,103.71,101.85,97.25,102.07,106.45,101.15,102.16,104.12,106.58,104.85,verified
358,14725471,2882875,Active,52,,,,28.867,,3.34,,-1.12,4.59,37.78,65.56,73.15,88.96,95.49,98.67,90.41,93.65,98.22,97.18,verified
359,14725477,5759185,Active,76,,,,4.332,,0.93,,-1.22,11.55,2.07,8.62,46.9,34.24,54.59,95.1,96.04,96.13,93.9,,verified
360,14725484,3116461,Active,41,,,,39.601,,4.85,,-1.18,4.04,48.52,68.62,89.04,89.41,93.78,95.9,94.52,95.18,103.56,95.12,verified
361,14725505,1355312,Active,41,,,>,40,,22.25,,-1.33,2.77,73.82,90.53,94.71,94.85,97.94,100.65,99.13,98.41,97.27,94.29,verified
362,14725635,634713,Active,68,,,,12.419,,2.26,,-0.85,7.42,37.7,29.98,57.08,59.34,86.17,92.89,94.28,90.84,102.52,94.91,verified
363,14725926,1004317,Inactive,0,,,,,,,,,,88.38,95.69,99.97,93.34,103.23,101.54,96.74,100.78,106.63,100.97,verified
364,14726080,3227271,Inactive,0,,,,,,,,,,93.84,98.16,98.81,107.06,96.6,102.41,106.48,100.36,97.93,95.95,verified
365,14726130,704832,Inactive,0,,,,,,,,,,101.14,96.49,101.59,103.47,104.47,98.21,101.95,100.58,102.13,110.05,verified
